Code,Name,High,Low,Close,Volume,Change,,
USB.U,Powershares Lad US 0 To,18.62,18.62,18.62,3277,-0.11,,0.59
USH.UN,US Housing Recovery Fund,8.44,8.4,8.4,1400,-0.22,,2.55
USM.UN,US Agency Mortgage Backe,6.92,6.89,6.89,4000,-0.21,,2.96
UST.PR.B,Utility Split Trust Class B Pref,11.8,11.8,11.8,100,0.23,,1.99
UST.UN,Utility Split Trust,17.2,17.19,17.19,600,0.22,,1.3
UTC.C,Utility Corp Cl C,27.36,27.35,27.35,531,-0.17,,0.62
UTE.UN,Canadian Utilities Telec,12.7,12.6,12.6,675,0.1,,0.8
UUU.DB.A,Uranium One 7.5 Pct Conv,99.95,99.95,99.95,70000,-0.05,,0.05
UWE,U3O8 Corp,0.07,0.07,0.07,44888,0,,0
UXM,F A Morningstar US Div T,12.85,12.78,12.8,94082,-0.03,,0.23
UXM.A,XTF Morningstar US Div Tgt 50 AC ETF,13.04,13.04,13.04,3825,0.01,,0.08
UXM.B,Fa Morningstar US Div Tg,12.04,11.92,11.92,1768,-0.16,,1.32
VA,Vanguard FTSE Dev Asia P,24.86,24.55,24.55,309,-0.24,,0.97
VAB,Vanguard CDN Aggregate B,25.2,25.14,25.2,8015,0.06,,0.24
VBG,Vanguard Global Ex US Ag,25.45,25.43,25.43,653,0.01,,0.04
VBU,Vanguard US Agg Bond Ind,25.05,25.01,25.05,794,0.07,,0.28
VCE,Vanguard FTSE Canada Ind,31.27,30.97,30.97,27091,-0.15,,0.48
VCM,Vecima Networks Inc.,8.25,8.14,8.15,9012,-0.03,,0.37
VCN,Vanguard FTSE Canada All,29.91,29.7,29.7,14098,-0.12,,0.4
VDU,Vanguard FTSE Developed,27.57,27.38,27.38,4463,-0.13,,0.47
VDY,Vanguard FTSE CDN High D,32.41,32.2,32.25,3134,-0.01,,0.03
VE,Vanguard FTSE Dev Europe,23.65,23.57,23.65,5741,-0.02,,0.08
VEE,Vanguard FTSE Emerging M,28.66,28.3,28.3,8627,0.13,,0.46
VEF,Vanguard FTSE Dev Ex Na,33.68,33.47,33.55,6883,-0.07,,0.21
VEM,Vena Resources Inc,0.11,0.1,0.11,27300,-0.01,,8.33
VET,Vermilion Energy Inc,67.46,65.87,65.87,686700,-0.9,,1.35
VFF,Village Farms Internatio,1.23,1.23,1.23,2050,-0.04,,3.15
VFV,Vanguard Sp 500 Index Et,39.36,38.8,38.8,19105,-0.56,,1.42
VGG,Vanguard US Div Appr Idx,29.61,29.32,29.32,3079,-0.26,,0.88
VGH,Vanguard US Div Appr Idx,27.4,27.39,27.39,535,0.23,,0.85
VGQ,Virginia Mines Inc.,12.38,12.1,12.21,33355,-0.07,,0.57
VGZ,Vista Gold Corp,0.45,0.43,0.44,8500,-0.01,,2.22
VIC,Vicwest Inc.,10.98,10.81,10.92,7190,0.06,,0.55
VIC.DB,Vicwest Inc. 6.00 Pct DB,100.4,100.3,100.3,20000,-0.4,,0.41
VIC.DB.A,Vicwest Inc 5.25 Pct Debs,103,103,103,19000,2.5,,2.49
VIP.UN,Aston Hill Vip Income Fu,10.5,10.3,10.34,9595,0.04,,0.39
VIXC,TSX 60 VIX,15.16,14.14,15.06,0,-0.49,,3.15
VLE,Valeura Energy Inc,0.35,0.33,0.33,29579,-0.02,,5.71
VLN,Velan Inc. Sv,18.51,18.51,18.51,100,-0.18,,0.96
VNP,5N Plus Inc.,2.88,2.7,2.78,107868,-0.04,,1.42
VNP.DB,5N Plus Inc 5.75 Pct Deb,95.49,95.49,95.49,4000,0.25,,0.26
VNR,Valener Inc,15.75,15.7,15.73,32246,-0.03,,0.19
VNR.PR.A,Valener Inc Pref Series,25.66,25.45,25.54,750,-0.12,,0.47
VRE,Vanguard FTSE CDN Capped,26.62,26.58,26.58,2090,0,,0
VRX,Valeant Pharmaceuticals,146.3,142.9,143,291635,-3.3,,2.23
VSB,Vanguard CDN Short-Term,24.74,24.7,24.74,35682,0.04,,0.16
VSC,Vanguard CDN Short Term,25.02,24.99,25.01,26545,0.02,,0.08
VSN,Veresen Inc.,18.06,17.63,17.99,1002450,0.27,,1.52
VSN.DB.C,Veresen Inc. 5.75 Pct De,123.3,121,123.3,1432000,1.3,,1.07
VSN.PR.A,Veresen Inc Pref Sh Seri,25.2,25.1,25.1,3379,0.05,,0.2
VSN.PR.C,Veresen Inc Pref Sh Seri,25.55,25.5,25.5,2797,-0.05,,0.2
VSN.R,Veresen Inc Sub Receipts,17.99,17.53,17.88,327652,0.2,,1.13
VSP,Vanguard Sp 500 Index Et,35.21,35,35.01,1946,-0.04,,0.11
VUN,Vanguard US Total Market,31.01,30.51,30.55,16406,-0.4,,1.29
VUS,Vanguard US Total Mkt Id,39.78,39.36,39.48,5961,-0.08,,0.2
VXC,Vanguard FTSE All World,25.48,25.2,25.2,4925,-0.19,,0.75
VXS,Vixs Systems Inc,1.15,1.03,1.15,49277,0.03,,2.68
VXSC,S&P/TSX Venture Select I,219.2,213.6,213.9,0,-5,,2.28
W.PR.H,Westcoast 7 Pr,25.18,24.98,25.03,2750,0.03,,0.12
W.PR.J,Westcoast 8 Pr,25.21,25.2,25.2,3098,0.03,,0.12
WB,Whistler Blackcomb Holdi,18,17.75,18,22000,0.26,,1.47
WCM.A,Wilmington Capital Mgmt,4.2,4.2,4.2,250,0,,0
WCM.B,Wilmington Capital Management C,4.4,4.4,4.4,100,0.28,,6.8
WCP,Whitecap Resources Inc,15.76,15.3,15.38,1206361,-0.15,,0.97
WCP.O,Whitecap Resources Inc S,16.44,15.94,15.99,419410,-0.06,,0.37
WDN,Waldron Energy Corporati,0.25,0.25,0.25,5849,0,,0
WDO,Wesdome Gold Mines Ltd.,0.78,0.72,0.78,38879,0.03,,4
WEF,Western Forest Products,2.24,2.17,2.21,2332375,-0.01,,0.45
WEQ,Westernone Inc,7.16,7,7.06,120414,-0.02,,0.28
WEQ.DB,Westernone Inc 6.25 Pct,102,102,102,11000,0.5,,0.49
WEQ.DB.C,Westernone Inc 8.00 Pct,106,106,106,6000,0,,0
WEW,Webtech Wireless Inc.,1.72,1.72,1.72,2520,0.02,,1.18
WFC,Wall Financial,10.41,10.41,10.41,490,-0.33,,3.07
WFS,World Financial Split Co,2.82,2.81,2.81,1124,0.01,,0.36
WFS.PR.A,World Financial Split Co,9.87,9.86,9.86,2550,-0.04,,0.4
WFT,West Fraser Timber Co Lt,56.54,55.78,55.88,148353,0.22,,0.4
WIN,Wi-Lan Inc,3.69,3.57,3.61,336125,-0.03,,0.82
WIR.U,Wpt Industrial REIT USD,10.39,10.16,10.2,34760,-0.01,,0.1
WJA,Westjet Airlines Ltd.,30.43,29.95,30.15,469016,0.3,,1.01
WJA.A,Westjet Airlines Ltd. R,30.4,29.95,30.3,35094,0.5,,1.68
WJX,Wajax Corporation,37.85,37.12,37.24,38089,-0.05,,0.13
WLC,Western Lithium USA Corp,0.82,0.79,0.8,110346,0,,0
WM,Wallbridge Mng J,0.05,0.05,0.05,26000,0,,0
WN,Weston George,90,88.95,89.48,143611,0.59,,0.66
WN.PR.A,George Weston Limited Pr,25.4,25.35,25.35,7250,-0.05,,0.2
WN.PR.C,George Weston Ltd. 5.20%,24.1,24,24.03,8488,0.03,,0.13
WN.PR.D,George Weston Ltd. 5.2%,24.09,23.98,24.02,1409,0.11,,0.46
WN.PR.E,George Weston Ltd. 4.75,23,22.84,22.92,3202,0.15,,0.66
WPK,Winpak Ltd,28.74,27.8,28.74,4213,1.08,,3.9
WPT,Westport Innovations Inc,8.3,7.9,7.93,124571,-0.16,,1.98
WPX,Western Potash Corp,0.3,0.29,0.29,51402,-0.02,,6.45
WRG,Western Energy Services,8.71,8.51,8.64,127281,0.12,,1.41
WRN,Western Copper and Gold,0.64,0.61,0.61,9000,-0.03,,4.69
WS,Wildcat Silver Corporati,0.41,0.39,0.39,23369,0,,0
WSP,WSP Global Inc,35.93,35.67,35.75,294036,0.02,,0.06
WSP.R,WSP Global Inc RTS,35.92,35.76,35.86,143200,0.01,,0.03
WTE,Westshore Terminals Inve,33.07,32.34,32.49,117679,-0.31,,0.95
WXM,F A Morningstar Cda Mome,14.66,14.53,14.57,9934,0.01,,0.07
WXM.A,F A Morningstar Cda Mome,14.42,14.21,14.21,8594,-0.33,,2.27
X,Tmx Group Limited,53.94,53.56,53.94,6968,0.35,,0.65
XAL,Ishares Alternatives Com,27.52,27.52,27.52,1375,0.19,,0.7
XBB,Ishares Canadian Univers,31.06,31,31.06,23702,0.06,,0.19
XBM,Ishares Sp TSX Global BA,13.55,13.39,13.39,9621,-0.02,,0.15
XBZ,Ishares MSCI Brazil Inde,14.66,14.31,14.31,15240,1.1,,8.33
XCB,Ishares Canadian Corpora,21.34,21.27,21.34,71199,0.09,,0.42
XCD,Ishares Sp Global Cons D,24.62,24.52,24.62,3964,0.37,,1.53
XCG,Ishares Canadian Growth,27.73,27.46,27.46,1138,0.06,,0.22
XCH,Ishares China Index ETF,21.06,20.87,20.87,4184,0.11,,0.53
XCR,Ishares Conservative Cor,23.45,23.45,23.45,130,0,,0
XCS,Ishares Sp TSX Smallcap,15.83,15.65,15.69,31726,-0.1,,0.63
XCV,Ishares Canadian Value I,24.22,24.22,24.22,926,0.06,,0.25
XDC,Xtreme Drilling and Coil,3.8,3.67,3.71,80288,-0.07,,1.85
XDV,Ishares Canadian Select,25.6,25.35,25.35,90628,-0.07,,0.28
XEB,Ishares JP Morgan USD EM,21.43,21.43,21.43,643,0.03,,0.14
XEC,Ishares Core MSCI Emergi,22.25,21.96,21.97,77655,0.03,,0.14
XEF,Ishares Core MSCI EAFE I,23.61,23.38,23.38,49382,-0.16,,0.68
XEG,Ishares Sp TSX Capped En,17.94,17.65,17.71,894397,-0.13,,0.73
XEH,Ishares MSCI Europe IMI,19.79,19.61,19.61,8834,-0.09,,0.46
XEI,Ishares Core Sp TSX Comp,23,22.77,22.79,57835,-0.05,,0.22
XEM,Ishares MSCI Emerging Ma,26.69,26.34,26.34,7587,0.04,,0.15
XEN,Ishares Jantzi Social In,21.97,21.97,21.97,353,0.07,,0.32
XEU,Ishares MSCI Europe IMI,19.15,19.13,19.15,20072,0.03,,0.16
XFN,Ishares Sp TSX Capped Fi,31.66,31.36,31.38,186522,0.01,,0.03
XFR,Ishares Floating Rate In,20.15,20.14,20.14,132055,-0.02,,0.1
XGB,Ishares Canadian Govt Bo,21.55,21.52,21.54,11408,0.02,,0.09
XGC,Ishares Global Comp. Port. Fund,28.7,28.7,28.7,129,0,,0
XGD,Ishares S&P/Tsx Global G,10.24,10.08,10.2,405271,0.08,,0.79
XGI,Ishares Sp Global Indust,24.25,24.25,24.25,436,0.17,,0.71
XGR,Ishares Growth Core Port,26.62,26.62,26.62,1475,0.24,,0.91
XHB,Ishares CDN Hybrid Corp,21.22,21.16,21.21,10401,0,,0
XHC,Ishares Global Healthcar,37.77,37.3,37.37,8187,-0.18,,0.48
XHD,Ishares US High Div Equi,24.96,24.78,24.92,4820,0.07,,0.28
XHG,Star Hedge Managers Corp,5,4.9,4.9,4500,-0.1,,2
XHM.A,Star Hedge Managers Corp,7.65,7.65,7.65,1250,-0.03,,0.39
XHY,Ishares US High Yield Bo,21.47,21.45,21.46,21138,0,,0
XIC,Ishares Core Sp TSX Capp,23.53,23.33,23.33,145018,-0.07,,0.3
XID,Ishares India Index ETF,25.69,25.36,25.51,4702,0.08,,0.31
XIG,Ishares US Ig Corporate,23.15,23.13,23.15,5396,0.06,,0.26
XIN,Ishares MSCI EAFE Index,22.05,21.86,21.91,90538,-0.05,,0.23
XIT,Ishares Sp TSX Capped In,10.01,10,10,413,0.03,,0.3
XIU,Ishares Sp TSX 60 Index,21.66,21.42,21.42,4479182,-0.12,,0.56
XLA,Ishares Latin America In,18.19,18.01,18.01,1169,1.04,,6.13
XLB,Ishares Core CDN Long Te,23.02,22.99,23.02,3198,0.09,,0.39
XMA,Ishares Sp TSX Capped Ma,12.47,12.35,12.44,44514,0.1,,0.81
XMD,Ishares Sp TSX Completio,25.03,24.84,24.88,6654,0,,0
XMF.A,M Split Corp Capital Sha,0.21,0.21,0.21,2802,0,,0
XMF.PR.B,M Split Corp. Class I Pr,5.19,5.19,5.19,850,0.01,,0.19
XMF.PR.C,M Split Corp. Class II P,2.52,2.48,2.51,5849,0.03,,1.21
XMF.WT,M Split Corp Wts,0.01,0.01,0.01,4000,0,,0
XMI,Ishares MSCI EAFE Min Vo,26.91,26.7,26.71,2239,-0.19,,0.71
XMM,Ishares MSCI Emerg Mkts,24.55,24.51,24.55,538,-0.06,,0.24
XMU,Ishares MSCI USA Min Vol,29.32,28.85,28.86,3120,-0.27,,0.93
XMV,Ishares MSCI Canada Min,25.91,25.91,25.91,737,0.15,,0.58
XMW,Ishares MSCI All Country,27.02,27.02,27.02,375,0.16,,0.6
XPF,Ishares Sp TSX Na Pref S,19.71,19.68,19.71,11784,0.02,,0.1
XQB,Ishares Core Hi Quality,20.6,20.53,20.59,66097,0.03,,0.15
XQB.A,Ishares Core Hi Quality,20.39,20.39,20.39,5000,-0.11,,0.54
XQQ,Ishares Nasdaq 100 Index,33.62,33.42,33.42,2457,-0.15,,0.45
XRB,Ishares CDN Real Return,24.27,24.15,24.25,19691,-0.03,,0.12
XRC,Exeter Resource Corporat,0.63,0.6,0.6,14200,-0.03,,4.76
XRE,Ishares Sp TSX Capped Re,16.03,15.95,15.96,121392,-0.04,,0.25
XRG,Xinergy Ltd.,0.21,0.2,0.21,1100,-0.02,,8.7
XSB,Ishares Canadian Short T,28.55,28.52,28.54,62090,0,,0
XSH,Ishares Core CDN ST Corp,19.84,19.8,19.8,15480,-0.02,,0.1
XSP,Ishares Core Sp 500 Idx,22.83,22.6,22.67,635447,-0.03,,0.13
XSQ,Ishares Core ST Hi Quali,19.99,19.99,19.99,1125,0.01,,0.05
XSR,Sirius XM Canada Holding,7.23,7.06,7.12,22525,-0.04,,0.56
XST,Ishares Sp TSX Capped Co,37.59,37.3,37.3,5490,-0.23,,0.61
XSU,Ishares US Small Cap Ind,23.94,23.61,23.64,99068,-0.22,,0.92
XTC,Exco Tech,9.86,9.41,9.7,25011,-0.1,,1.02
XTD,Tdb Split Corp. Class A,5.4,5.25,5.39,8600,0.12,,2.28
XTD.PR.A,Tdb Split Corp. Priorit,10.21,10.17,10.17,24200,0,,0
XTG,Xtra Gold Resources Corp,0.26,0.26,0.26,5000,-0.01,,3.7
XTR,Ishares Diversified Mont,12.15,12.11,12.12,40960,-0.01,,0.08
XUS,Ishares Core Sp 500 Inde,27.74,27.35,27.35,31572,-0.36,,1.3
XUT,Ishares Sp TSX Capped Ut,20.09,19.99,20,3673,-0.11,,0.55
XVX,Ishares Sp TSX Venture I,11.5,11.1,11.1,1279,-0.6,,5.13
XWD,Ishares MSCI World Index,34.76,34.44,34.45,13035,-0.23,,0.66
XXM,Fa Morningstar US Value,11.8,11.76,11.77,2894,0,,0
XXM.A,Fa Morningstar US Value,11.63,11.63,11.63,20600,-0.04,,0.34
XXM.B,Fa Morningstr US Value I,12.96,12.96,12.96,1300,0.24,,1.89
XXM.D,Fa Morningstr US Val Unh,12.57,12.57,12.57,500,-0.14,,1.1
XYM,Star Portfolio Corp.,11.81,11.8,11.8,3350,-0.04,,0.34
Y,Yellow Media Limited,15.5,15.02,15.04,9620,-0.02,,0.13
Y.WT,Yellow Media Limited Wts,3.45,3.33,3.45,1284,-0.03,,0.86
YCM,Commerce Split Corp Capi,2.02,1.88,1.88,3716,0.02,,1.08
YCM.PR.A,Commerce Split Corp Clas,5.18,5.17,5.17,6600,-0.01,,0.19
YCM.PR.B,Commerce Split Corp Clas,5.12,5.11,5.11,1300,0,,0
YCM.WT,Commerce Split Corp Wts,0.04,0.04,0.04,19505,0,,0
YGR,Yangarra Resources Ltd,2.78,2.65,2.66,402554,-0.06,,2.21
YMI,Yellowhead Mining Inc,0.12,0.11,0.12,5750,0,,0
YOU.UN,Yield Advantage Income T,8.14,8.13,8.14,700,0.11,,1.37
YP.UN,Yieldplus Income Fund,8,7.91,7.91,8431,0,,0
YPG.DB,Ypg Financing Inc 8 Pct,102.5,102.5,102.5,4506,0,,0
YRB.A,Yorbeau Res A J,0.1,0.09,0.09,234000,-0.01,,10
YRI,Yamana Gold Inc,6.6,6.41,6.48,3411531,-0.04,,0.61
YXM,Fa Morningstar US Moment,10.9,10.73,10.9,7431,0.17,,1.58
YXM.A,Fa Morningstar US Moment,10.61,10.61,10.61,22500,-0.74,,6.52
YXM.B,Fa Morningstar US Moment,11.74,11.74,11.74,2623,0.05,,0.43
YXM.D,Fa Morningstr US Momntm Unhgd A,11.7,11.7,11.7,114,0,,0
ZAG,BMO Aggregate Bond Index,15.66,15.65,15.66,3286,0.02,,0.13
ZAR,Zargon Oil and Gas Ltd.,6.67,6.24,6.28,119239,-0.38,,5.71
ZAR.DB,Zargon Oil and Gas Ltd 6,99,99,99,7000,0,,0
ZAZ,Zazu Metals Corporation,0.47,0.46,0.46,6000,-0.01,,2.13
ZBK,BMO Equal Weight US Bank,16,15.84,15.84,3290,-0.15,,0.94
ZCH,BMO China Equity Index E,17.61,17.53,17.53,1335,0.02,,0.11
ZCL,Zcl Composites,6.42,6.4,6.4,4200,0.02,,0.31
ZCM,BMO Mid Corporate Bond I,16.04,16.02,16.03,12740,-0.01,,0.06
ZCN,BMO Sp TSX Capped Comp I,20.08,19.93,19.93,36235,-0.07,,0.35
ZCS,BMO Short Corp Bond Inde,14.76,14.74,14.75,22713,0,,0
ZDB,BMO Discount Bond Idx Et,15.38,15.38,15.38,658,0.03,,0.2
ZDJ,BMO DJIA Hedged To CAD I,29.53,29.41,29.41,977,0.05,,0.17
ZDM,BMO MSCI EAFE Hedged To,18.03,17.87,17.9,13122,-0.07,,0.39
ZDV,BMO Canadian Dividend Et,18.19,18.04,18.07,28921,0.01,,0.06
ZDY,BMO US Dividend ETF CAD,19.94,19.6,19.63,8030,-0.23,,1.16
ZDY.U,BMO US Dividend ETF USD,18.15,18.1,18.1,544,0.15,,0.84
ZEA,BMO MSCI EAFE Idx ETF,14.84,14.76,14.76,2923,-0.09,,0.61
ZEB,BMO Sp TSX Equal Weight,23.9,23.67,23.69,80881,0.02,,0.08
ZEF,BMO Emg Mkt Bond Hdgd To,17.05,16.97,17.05,5445,0.14,,0.83
ZEM,BMO MSCI Emerging Market,16.6,16.42,16.42,3716,0.2,,1.23
ZEO,BMO Sp TSX Eql Weight Oi,15.56,15.38,15.41,9540,-0.07,,0.45
ZEQ,BMO MSCI EU Hq Hcad Idx,15.8,15.72,15.76,25920,0.04,,0.25
ZFH,BMO Floating Rate High Y,14.95,14.95,14.95,278,-0.01,,0.07
ZFL,BMO Long Fed Bond Index,17.17,17.16,17.17,2010,0.1,,0.59
ZFM,BMO Mid Federal Bond Ind,16.25,16.24,16.25,1324,0.02,,0.12
ZFS,BMO Short Federal Bond I,14.69,14.69,14.69,881,0,,0
ZGD,BMO Sp TSX Eql Weight Gl,7.79,7.74,7.79,1200,-0.01,,0.13
ZGI,BMO Global Infrastructur,31.22,30.8,30.86,8911,-0.21,,0.68
ZHY,BMO High Yld US Corp Bnd,15.85,15.78,15.8,23568,0,,0
ZIC,BMO Mid Term US Ig Corp,15.97,15.97,15.97,569,-0.09,,0.56
ZIC.U,BMO Mid Term US Ig Corp,14.65,14.65,14.65,2290,0.07,,0.48
ZID,BMO India Equity Index E,16.27,15.81,15.81,6525,-0.2,,1.25
ZIN,BMO Sp TSX Equal Weight,21.82,21.82,21.82,1368,0.16,,0.74
ZJG,BMO Junior Gold Index Et,6.55,6.42,6.55,22449,0.07,,1.08
ZJN,BMO Junior Gas Index ETF,27.41,27.15,27.15,1321,-0.35,,1.27
ZJO,BMO Junior Oil Index ETF,24.27,24.27,24.27,419,-0.18,,0.74
ZLB,BMO Low Volatility CAD E,23.37,23.22,23.25,28880,-0.03,,0.13
ZLC,BMO Long Corporate Bond,18.07,18.07,18.07,490,0.07,,0.39
ZLU,BMO Low Volatility US Eq,20.58,20.42,20.42,23199,0.15,,0.74
ZLU.U,BMO Low Volatility US Eq,18.85,18.76,18.8,1159,-0.04,,0.21
ZMI,BMO Monthly Income ETF,16.58,16.5,16.55,3745,0,,0
ZMP,BMO Mid Provincial Bond,14.92,14.92,14.92,7531,0.02,,0.13
ZMT,BMO Sptsx Eql Wgt Glb Me,12.28,12.24,12.24,1072,-0.01,,0.08
ZMU,BMO Mid Term US Ig Corp,14.85,14.84,14.85,680,0.03,,0.2
ZNC,Zincore Metals Inc.,0.09,0.09,0.09,1832,0,,0
ZPL,BMO Long Provincial Bond,15.02,15.02,15.02,223,0.01,,0.07
ZPR,BMO Sp TSX Laddered Pref,14.15,14.14,14.15,22365,0,,0
ZPS,BMO Short Provincial Bon,14.29,14.27,14.29,5608,0.01,,0.07
ZQQ,BMO Nasdaq 100 Hedged To,31.65,31.2,31.25,6683,-0.16,,0.51
ZRE,BMO Equal Weight Reits I,19.56,19.51,19.51,60163,-0.05,,0.26
ZRR,BMO Real Return Bond Ind,17.45,17.45,17.45,511,0.03,,0.17
ZSP,BMO Sp 500 Index ETF,24.47,24.18,24.21,48020,-0.26,,1.06
ZSP.U,BMO Sp 500 Index ETF USD,21.89,21.89,21.89,3190,0.13,,0.6
ZST,BMO Ultra Short Term Bon,56.64,56.64,56.64,584,-0.01,,0.02
ZSU,BMO ST US Ig Corp Bond H,14.95,14.95,14.95,475,-0.03,,0.2
ZUB,BMO Eql Wgt US Bank Hdgd,20.6,20.43,20.43,10379,-0.09,,0.44
ZUD,BMO US Dividend Hedged T,18.33,18.12,18.12,16995,-0.06,,0.33
ZUE,BMO Sp 500 Hedged CAD Id,30.33,30.33,30.33,1105,-0.04,,0.13
ZUH,BMO Eql Wgt US Hcare Hdg,36.2,35.7,35.84,10952,0.1,,0.28
ZUT,BMO Equal Weight Utiliti,15.35,15.25,15.26,31044,-0.06,,0.39
ZWA,BMO Covered Call DJIA CA,19.47,19.33,19.4,6427,0.01,,0.05
ZWB,BMO Covered Call Canadia,17.5,17.23,17.24,136104,0.02,,0.12
ZWH,BMO US High Dividend Cov,16.26,16,16,43857,-0.22,,1.36
ZWU,BMO Covered Call Utiliti,15.7,15.62,15.66,43144,0.03,,0.19
ZXB,BMO 2015 Corp Bond Targe,14.83,14.81,14.83,1773,-0.01,,0.07
ZXC,BMO 2020 Corp Bond Targe,15.96,15.96,15.96,135,0,,0
ZXD,BMO 2025 Corp Bd Tgt Mat ETF,16.31,16.31,16.31,123,0.03,,0.18
